course_name,field,duration_years,description,skill_tags,rated
Diploma in Project Management,Agriculture,5,This course focuses on developing skills in agriculture and practical training in management.,"critical thinking, research",True
Diploma in Fine Arts,Business,1,This course focuses on developing skills in business and practical training in arts.,"legal analysis, case interpretation",True
Certificate in Psychology,Medicine,4,This course focuses on developing skills in medicine and practical training in psychology.,"networking, cybersecurity",False
Diploma in Software Development,Arts,1,This course focuses on developing skills in arts and practical training in development.,"critical thinking, research",True
Diploma in Cybersecurity,Design,5,This course focuses on developing skills in design and practical training in cybersecurity.,"critical thinking, research",True
Bachelor of Psychology,Media,1,This course focuses on developing skills in media and practical training in psychology.,"programming, algorithms, software development",False
Bachelor of Telecommunications,Media,1,This course focuses on developing skills in media and practical training in telecommunications.,"communication, public speaking",True
Certificate in Marketing,Arts,5,This course focuses on developing skills in arts and practical training in marketing.,"legal analysis, case interpretation",True
Certificate in Animal Health,Design,3,This course focuses on developing skills in design and practical training in health.,"communication, public speaking",True
Diploma in Journalism,Business,2,This course focuses on developing skills in business and practical training in journalism.,"critical thinking, research",False
Certificate in Accounting,Hospitality,2,This course focuses on developing skills in hospitality and practical training in accounting.,"networking, cybersecurity",True
Bachelor of Business Administration,Psychology,1,This course focuses on developing skills in psychology and practical training in administration.,"creative design, illustration",True
Bachelor of Fine Arts,Arts,3,This course focuses on developing skills in arts and practical training in arts.,"legal analysis, case interpretation",True
Certificate in Fine Arts,Medicine,4,This course focuses on developing skills in medicine and practical training in arts.,"programming, algorithms, software development",False
Certificate in Civil Engineering,Psychology,5,This course focuses on developing skills in psychology and practical training in engineering.,"project management, leadership",False
Bachelor of Civil Engineering,Computer Science,2,This course focuses on developing skills in computer science and practical training in engineering.,"communication, public speaking",False
Diploma in Agronomy,Agriculture,1,This course focuses on developing skills in agriculture and practical training in agronomy.,"clinical practice, patient care",False
Diploma in Telecommunications,Design,2,This course focuses on developing skills in design and practical training in telecommunications.,"data analysis, statistics",False
Certificate in Project Management,Media,1,This course focuses on developing skills in media and practical training in management.,"project management, leadership",False
Certificate in Data Science,Engineering,1,This course focuses on developing skills in engineering and practical training in science.,"legal analysis, case interpretation",False
Diploma in Marketing,Education,6,This course focuses on developing skills in education and practical training in marketing.,"project management, leadership",False
Bachelor of Telecommunications,Education,1,This course focuses on developing skills in education and practical training in telecommunications.,"data analysis, statistics",False
Certificate in Computer Engineering,Arts,2,This course focuses on developing skills in arts and practical training in engineering.,"networking, cybersecurity",True
Diploma in Computer Engineering,Computer Science,1,This course focuses on developing skills in computer science and practical training in engineering.,"communication, public speaking",False
Certificate in Civil Engineering,Psychology,6,This course focuses on developing skills in psychology and practical training in engineering.,"creative design, illustration",True
Diploma in Agronomy,Medicine,5,This course focuses on developing skills in medicine and practical training in agronomy.,"programming, algorithms, software development",False
Certificate in Software Development,Media,3,This course focuses on developing skills in media and practical training in development.,"critical thinking, research",False
Certificate in Accounting,Engineering,6,This course focuses on developing skills in engineering and practical training in accounting.,"project management, leadership",True
Certificate in Data Science,Education,3,This course focuses on developing skills in education and practical training in science.,"legal analysis, case interpretation",True
Bachelor of Software Development,Arts,2,This course focuses on developing skills in arts and practical training in development.,"critical thinking, research",False
Bachelor of Accounting,Computer Science,1,This course focuses on developing skills in computer science and practical training in accounting.,"data analysis, statistics",True
Certificate in Computer Engineering,Law,6,This course focuses on developing skills in law and practical training in engineering.,"programming, algorithms, software development",False
Bachelor of Accounting,Psychology,6,This course focuses on developing skills in psychology and practical training in accounting.,"critical thinking, research",False
Diploma in Data Science,Medicine,3,This course focuses on developing skills in medicine and practical training in science.,"programming, algorithms, software development",True
Diploma in Accounting,Agriculture,1,This course focuses on developing skills in agriculture and practical training in accounting.,"critical thinking, research",True
Bachelor of Computer Engineering,Psychology,1,This course focuses on developing skills in psychology and practical training in engineering.,"data analysis, statistics",True
Diploma in Accounting,Education,4,This course focuses on developing skills in education and practical training in accounting.,"critical thinking, research",True
Diploma in Animal Health,Medicine,4,This course focuses on developing skills in medicine and practical training in health.,"communication, public speaking",True
Diploma in Data Science,Media,4,This course focuses on developing skills in media and practical training in science.,"project management, leadership",True
Certificate in Software Development,Arts,1,This course focuses on developing skills in arts and practical training in development.,"data analysis, statistics",False
Certificate in Nursing,Hospitality,1,This course focuses on developing skills in hospitality and practical training in nursing.,"financial analysis, accounting",True
Bachelor of Software Development,Psychology,4,This course focuses on developing skills in psychology and practical training in development.,"creative design, illustration",True
Bachelor of Nursing,Agriculture,1,This course focuses on developing skills in agriculture and practical training in nursing.,"programming, algorithms, software development",False
Diploma in Film Production,Engineering,2,This course focuses on developing skills in engineering and practical training in production.,"data analysis, statistics",True
Diploma in Graphic Design,Education,6,This course focuses on developing skills in education and practical training in design.,"project management, leadership",False
Diploma in Nursing,Design,4,This course focuses on developing skills in design and practical training in nursing.,"legal analysis, case interpretation",False
Diploma in Civil Engineering,Arts,1,This course focuses on developing skills in arts and practical training in engineering.,"clinical practice, patient care",True
Diploma in Data Science,Design,1,This course focuses on developing skills in design and practical training in science.,"programming, algorithms, software development",False
Bachelor of Graphic Design,Business,3,This course focuses on developing skills in business and practical training in design.,"communication, public speaking",False
Certificate in Graphic Design,Psychology,6,This course focuses on developing skills in psychology and practical training in design.,"critical thinking, research",False
Certificate in Accounting,Agriculture,2,This course focuses on developing skills in agriculture and practical training in accounting.,"communication, public speaking",True
Diploma in Project Management,Business,4,This course focuses on developing skills in business and practical training in management.,"data analysis, statistics",False
Certificate in Agronomy,Medicine,4,This course focuses on developing skills in medicine and practical training in agronomy.,"programming, algorithms, software development",False
Certificate in Business Administration,Design,1,This course focuses on developing skills in design and practical training in administration.,"financial analysis, accounting",True
Diploma in Graphic Design,Business,2,This course focuses on developing skills in business and practical training in design.,"legal analysis, case interpretation",False
Bachelor of Nursing,Engineering,2,This course focuses on developing skills in engineering and practical training in nursing.,"programming, algorithms, software development",False
Diploma in Human Resource Management,Hospitality,3,This course focuses on developing skills in hospitality and practical training in management.,"programming, algorithms, software development",True
Diploma in Software Development,Computer Science,1,This course focuses on developing skills in computer science and practical training in development.,"programming, algorithms, software development",True
Diploma in Project Management,Business,2,This course focuses on developing skills in business and practical training in management.,"networking, cybersecurity",False
Bachelor of Fine Arts,Media,1,This course focuses on developing skills in media and practical training in arts.,"communication, public speaking",False
Bachelor of Data Science,Business,5,This course focuses on developing skills in business and practical training in science.,"legal analysis, case interpretation",True
Certificate in Marketing,Hospitality,1,This course focuses on developing skills in hospitality and practical training in marketing.,"critical thinking, research",False
Certificate in Animal Health,Media,4,This course focuses on developing skills in media and practical training in health.,"programming, algorithms, software development",True
Diploma in Agronomy,Medicine,3,This course focuses on developing skills in medicine and practical training in agronomy.,"critical thinking, research",True
Diploma in Marketing,Psychology,5,This course focuses on developing skills in psychology and practical training in marketing.,"networking, cybersecurity",True
Bachelor of Cybersecurity,Law,3,This course focuses on developing skills in law and practical training in cybersecurity.,"networking, cybersecurity",True
Bachelor of Nursing,Media,4,This course focuses on developing skills in media and practical training in nursing.,"clinical practice, patient care",True
Diploma in Civil Engineering,Engineering,6,This course focuses on developing skills in engineering and practical training in engineering.,"financial analysis, accounting",False
Bachelor of Fine Arts,Arts,3,This course focuses on developing skills in arts and practical training in arts.,"clinical practice, patient care",False
Diploma in Accounting,Design,2,This course focuses on developing skills in design and practical training in accounting.,"programming, algorithms, software development",True
Certificate in Human Resource Management,Hospitality,3,This course focuses on developing skills in hospitality and practical training in management.,"financial analysis, accounting",False
Certificate in Culinary Arts,Computer Science,1,This course focuses on developing skills in computer science and practical training in arts.,"legal analysis, case interpretation",True
Bachelor of Agronomy,Arts,3,This course focuses on developing skills in arts and practical training in agronomy.,"financial analysis, accounting",True
Certificate in Culinary Arts,Law,2,This course focuses on developing skills in law and practical training in arts.,"communication, public speaking",True
Bachelor of Software Development,Engineering,5,This course focuses on developing skills in engineering and practical training in development.,"data analysis, statistics",True
Certificate in Business Administration,Hospitality,1,This course focuses on developing skills in hospitality and practical training in administration.,"programming, algorithms, software development",False
Diploma in Computer Engineering,Engineering,2,This course focuses on developing skills in engineering and practical training in engineering.,"data analysis, statistics",False
Certificate in Computer Engineering,Hospitality,2,This course focuses on developing skills in hospitality and practical training in engineering.,"networking, cybersecurity",False
Bachelor of Cybersecurity,Medicine,2,This course focuses on developing skills in medicine and practical training in cybersecurity.,"legal analysis, case interpretation",False
Bachelor of Civil Engineering,Business,1,This course focuses on developing skills in business and practical training in engineering.,"clinical practice, patient care",False
Bachelor of Psychology,Business,6,This course focuses on developing skills in business and practical training in psychology.,"critical thinking, research",True
Certificate in Software Development,Hospitality,1,This course focuses on developing skills in hospitality and practical training in development.,"legal analysis, case interpretation",False
Diploma in Human Resource Management,Computer Science,3,This course focuses on developing skills in computer science and practical training in management.,"legal analysis, case interpretation",False
Diploma in Civil Engineering,Computer Science,2,This course focuses on developing skills in computer science and practical training in engineering.,"networking, cybersecurity",True
Diploma in Animal Health,Hospitality,3,This course focuses on developing skills in hospitality and practical training in health.,"clinical practice, patient care",True
Bachelor of Animal Health,Education,4,This course focuses on developing skills in education and practical training in health.,"networking, cybersecurity",False
Bachelor of Software Development,Psychology,2,This course focuses on developing skills in psychology and practical training in development.,"data analysis, statistics",False
Bachelor of Culinary Arts,Computer Science,1,This course focuses on developing skills in computer science and practical training in arts.,"networking, cybersecurity",True
Diploma in Telecommunications,Hospitality,4,This course focuses on developing skills in hospitality and practical training in telecommunications.,"clinical practice, patient care",True
Certificate in Marketing,Media,1,This course focuses on developing skills in media and practical training in marketing.,"legal analysis, case interpretation",False
Bachelor of Accounting,Medicine,1,This course focuses on developing skills in medicine and practical training in accounting.,"creative design, illustration",True
Bachelor of Animal Health,Education,5,This course focuses on developing skills in education and practical training in health.,"creative design, illustration",False
Diploma in Culinary Arts,Agriculture,5,This course focuses on developing skills in agriculture and practical training in arts.,"clinical practice, patient care",True
Diploma in Business Administration,Hospitality,6,This course focuses on developing skills in hospitality and practical training in administration.,"creative design, illustration",True
Certificate in Graphic Design,Arts,5,This course focuses on developing skills in arts and practical training in design.,"networking, cybersecurity",True
Diploma in Animal Health,Business,1,This course focuses on developing skills in business and practical training in health.,"critical thinking, research",True
Diploma in Journalism,Hospitality,3,This course focuses on developing skills in hospitality and practical training in journalism.,"data analysis, statistics",False
Diploma in Business Administration,Medicine,6,This course focuses on developing skills in medicine and practical training in administration.,"programming, algorithms, software development",False
Bachelor of Computer Engineering,Education,3,This course focuses on developing skills in education and practical training in engineering.,"communication, public speaking",True
Bachelor of Nursing,Psychology,3,This course focuses on developing skills in psychology and practical training in nursing.,"clinical practice, patient care",False
Diploma in Accounting,Computer Science,4,This course focuses on developing skills in computer science and practical training in accounting.,"data analysis, statistics",True
Certificate in Culinary Arts,Engineering,5,This course focuses on developing skills in engineering and practical training in arts.,"programming, algorithms, software development",True
Bachelor of Agronomy,Psychology,5,This course focuses on developing skills in psychology and practical training in agronomy.,"clinical practice, patient care",True
Bachelor of Data Science,Hospitality,2,This course focuses on developing skills in hospitality and practical training in science.,"critical thinking, research",False
Diploma in Film Production,Agriculture,1,This course focuses on developing skills in agriculture and practical training in production.,"networking, cybersecurity",True
Certificate in Data Science,Engineering,2,This course focuses on developing skills in engineering and practical training in science.,"networking, cybersecurity",True
Diploma in Fine Arts,Law,2,This course focuses on developing skills in law and practical training in arts.,"networking, cybersecurity",False
Diploma in Human Resource Management,Media,3,This course focuses on developing skills in media and practical training in management.,"communication, public speaking",True
Diploma in Human Resource Management,Arts,6,This course focuses on developing skills in arts and practical training in management.,"data analysis, statistics",True
Certificate in Film Production,Law,5,This course focuses on developing skills in law and practical training in production.,"creative design, illustration",False
Diploma in Human Resource Management,Business,2,This course focuses on developing skills in business and practical training in management.,"clinical practice, patient care",False
Diploma in Psychology,Medicine,2,This course focuses on developing skills in medicine and practical training in psychology.,"project management, leadership",True
Bachelor of Software Development,Arts,6,This course focuses on developing skills in arts and practical training in development.,"creative design, illustration",True
Certificate in Data Science,Education,5,This course focuses on developing skills in education and practical training in science.,"programming, algorithms, software development",True
Certificate in Software Development,Medicine,6,This course focuses on developing skills in medicine and practical training in development.,"networking, cybersecurity",True
Diploma in Graphic Design,Psychology,3,This course focuses on developing skills in psychology and practical training in design.,"clinical practice, patient care",False
Diploma in Telecommunications,Business,6,This course focuses on developing skills in business and practical training in telecommunications.,"creative design, illustration",True
Diploma in Marketing,Business,4,This course focuses on developing skills in business and practical training in marketing.,"programming, algorithms, software development",False
Diploma in Animal Health,Psychology,1,This course focuses on developing skills in psychology and practical training in health.,"data analysis, statistics",True
Diploma in Project Management,Engineering,2,This course focuses on developing skills in engineering and practical training in management.,"financial analysis, accounting",True
Certificate in Journalism,Design,6,This course focuses on developing skills in design and practical training in journalism.,"data analysis, statistics",True
Certificate in Marketing,Education,4,This course focuses on developing skills in education and practical training in marketing.,"data analysis, statistics",True
Bachelor of Human Resource Management,Law,2,This course focuses on developing skills in law and practical training in management.,"clinical practice, patient care",False
Bachelor of Cybersecurity,Hospitality,5,This course focuses on developing skills in hospitality and practical training in cybersecurity.,"communication, public speaking",True
Bachelor of Telecommunications,Arts,3,This course focuses on developing skills in arts and practical training in telecommunications.,"networking, cybersecurity",False
Bachelor of Animal Health,Design,3,This course focuses on developing skills in design and practical training in health.,"creative design, illustration",True
Certificate in Journalism,Hospitality,3,This course focuses on developing skills in hospitality and practical training in journalism.,"financial analysis, accounting",True
Certificate in Culinary Arts,Hospitality,2,This course focuses on developing skills in hospitality and practical training in arts.,"critical thinking, research",False
Bachelor of Project Management,Agriculture,3,This course focuses on developing skills in agriculture and practical training in management.,"clinical practice, patient care",False
Diploma in Business Administration,Medicine,1,This course focuses on developing skills in medicine and practical training in administration.,"critical thinking, research",False
Certificate in Human Resource Management,Education,6,This course focuses on developing skills in education and practical training in management.,"clinical practice, patient care",True
Diploma in Graphic Design,Design,2,This course focuses on developing skills in design and practical training in design.,"legal analysis, case interpretation",True
Diploma in Marketing,Design,1,This course focuses on developing skills in design and practical training in marketing.,"data analysis, statistics",True
Certificate in Fine Arts,Media,3,This course focuses on developing skills in media and practical training in arts.,"clinical practice, patient care",False
Certificate in Animal Health,Psychology,1,This course focuses on developing skills in psychology and practical training in health.,"clinical practice, patient care",False
Certificate in Computer Engineering,Arts,6,This course focuses on developing skills in arts and practical training in engineering.,"legal analysis, case interpretation",True
Certificate in Film Production,Hospitality,5,This course focuses on developing skills in hospitality and practical training in production.,"project management, leadership",False
Bachelor of Telecommunications,Psychology,6,This course focuses on developing skills in psychology and practical training in telecommunications.,"clinical practice, patient care",True
Diploma in Marketing,Design,1,This course focuses on developing skills in design and practical training in marketing.,"critical thinking, research",True
Certificate in Data Science,Design,4,This course focuses on developing skills in design and practical training in science.,"financial analysis, accounting",True
Certificate in Software Development,Hospitality,5,This course focuses on developing skills in hospitality and practical training in development.,"data analysis, statistics",False
Diploma in Journalism,Hospitality,4,This course focuses on developing skills in hospitality and practical training in journalism.,"communication, public speaking",True
Diploma in Marketing,Media,1,This course focuses on developing skills in media and practical training in marketing.,"programming, algorithms, software development",False
Diploma in Marketing,Education,6,This course focuses on developing skills in education and practical training in marketing.,"clinical practice, patient care",True
Certificate in Cybersecurity,Media,6,This course focuses on developing skills in media and practical training in cybersecurity.,"critical thinking, research",False
Diploma in Animal Health,Medicine,3,This course focuses on developing skills in medicine and practical training in health.,"critical thinking, research",True
Diploma in Journalism,Medicine,1,This course focuses on developing skills in medicine and practical training in journalism.,"financial analysis, accounting",False
Certificate in Marketing,Law,2,This course focuses on developing skills in law and practical training in marketing.,"project management, leadership",False
Diploma in Computer Engineering,Education,2,This course focuses on developing skills in education and practical training in engineering.,"project management, leadership",True
Bachelor of Film Production,Business,5,This course focuses on developing skills in business and practical training in production.,"creative design, illustration",True
Bachelor of Computer Engineering,Computer Science,3,This course focuses on developing skills in computer science and practical training in engineering.,"creative design, illustration",False
Certificate in Human Resource Management,Education,2,This course focuses on developing skills in education and practical training in management.,"project management, leadership",False
Diploma in Computer Engineering,Agriculture,5,This course focuses on developing skills in agriculture and practical training in engineering.,"project management, leadership",True
Certificate in Project Management,Education,6,This course focuses on developing skills in education and practical training in management.,"critical thinking, research",True
Diploma in Psychology,Agriculture,5,This course focuses on developing skills in agriculture and practical training in psychology.,"financial analysis, accounting",False
Certificate in Accounting,Psychology,6,This course focuses on developing skills in psychology and practical training in accounting.,"clinical practice, patient care",True
Diploma in Civil Engineering,Media,4,This course focuses on developing skills in media and practical training in engineering.,"project management, leadership",True
Diploma in Project Management,Arts,4,This course focuses on developing skills in arts and practical training in management.,"creative design, illustration",True
Diploma in Fine Arts,Psychology,5,This course focuses on developing skills in psychology and practical training in arts.,"financial analysis, accounting",True
Diploma in Business Administration,Law,6,This course focuses on developing skills in law and practical training in administration.,"financial analysis, accounting",False
Bachelor of Agronomy,Hospitality,4,This course focuses on developing skills in hospitality and practical training in agronomy.,"critical thinking, research",False
Certificate in Software Development,Hospitality,4,This course focuses on developing skills in hospitality and practical training in development.,"legal analysis, case interpretation",False
Diploma in Nursing,Education,5,This course focuses on developing skills in education and practical training in nursing.,"financial analysis, accounting",True
Certificate in Cybersecurity,Education,4,This course focuses on developing skills in education and practical training in cybersecurity.,"project management, leadership",False
Bachelor of Accounting,Design,4,This course focuses on developing skills in design and practical training in accounting.,"data analysis, statistics",True
Diploma in Software Development,Education,6,This course focuses on developing skills in education and practical training in development.,"clinical practice, patient care",False
Certificate in Project Management,Hospitality,3,This course focuses on developing skills in hospitality and practical training in management.,"clinical practice, patient care",False
Certificate in Agronomy,Design,3,This course focuses on developing skills in design and practical training in agronomy.,"critical thinking, research",True
Certificate in Film Production,Business,2,This course focuses on developing skills in business and practical training in production.,"clinical practice, patient care",False
Certificate in Animal Health,Computer Science,4,This course focuses on developing skills in computer science and practical training in health.,"financial analysis, accounting",False
Certificate in Journalism,Media,1,This course focuses on developing skills in media and practical training in journalism.,"programming, algorithms, software development",True
Diploma in Software Development,Education,3,This course focuses on developing skills in education and practical training in development.,"programming, algorithms, software development",True
Bachelor of Marketing,Media,3,This course focuses on developing skills in media and practical training in marketing.,"clinical practice, patient care",False
Diploma in Accounting,Design,6,This course focuses on developing skills in design and practical training in accounting.,"critical thinking, research",True
Bachelor of Accounting,Agriculture,6,This course focuses on developing skills in agriculture and practical training in accounting.,"networking, cybersecurity",False
Diploma in Telecommunications,Engineering,1,This course focuses on developing skills in engineering and practical training in telecommunications.,"programming, algorithms, software development",True
Diploma in Software Development,Hospitality,5,This course focuses on developing skills in hospitality and practical training in development.,"communication, public speaking",False
Bachelor of Film Production,Education,2,This course focuses on developing skills in education and practical training in production.,"project management, leadership",True
Diploma in Marketing,Education,3,This course focuses on developing skills in education and practical training in marketing.,"networking, cybersecurity",True
Diploma in Civil Engineering,Agriculture,5,This course focuses on developing skills in agriculture and practical training in engineering.,"programming, algorithms, software development",False
Certificate in Animal Health,Hospitality,6,This course focuses on developing skills in hospitality and practical training in health.,"project management, leadership",True
Diploma in Computer Engineering,Engineering,6,This course focuses on developing skills in engineering and practical training in engineering.,"networking, cybersecurity",True
Certificate in Telecommunications,Business,2,This course focuses on developing skills in business and practical training in telecommunications.,"financial analysis, accounting",True
Certificate in Film Production,Computer Science,2,This course focuses on developing skills in computer science and practical training in production.,"communication, public speaking",True
Certificate in Animal Health,Design,3,This course focuses on developing skills in design and practical training in health.,"creative design, illustration",False
Diploma in Animal Health,Engineering,2,This course focuses on developing skills in engineering and practical training in health.,"financial analysis, accounting",True
Diploma in Business Administration,Arts,1,This course focuses on developing skills in arts and practical training in administration.,"data analysis, statistics",False
Certificate in Marketing,Arts,3,This course focuses on developing skills in arts and practical training in marketing.,"programming, algorithms, software development",False
Bachelor of Business Administration,Business,5,This course focuses on developing skills in business and practical training in administration.,"programming, algorithms, software development",True
Bachelor of Marketing,Medicine,5,This course focuses on developing skills in medicine and practical training in marketing.,"creative design, illustration",True
Certificate in Human Resource Management,Engineering,2,This course focuses on developing skills in engineering and practical training in management.,"legal analysis, case interpretation",False
Certificate in Cybersecurity,Education,5,This course focuses on developing skills in education and practical training in cybersecurity.,"creative design, illustration",True
Diploma in Project Management,Design,3,This course focuses on developing skills in design and practical training in management.,"project management, leadership",True
Bachelor of Agronomy,Engineering,1,This course focuses on developing skills in engineering and practical training in agronomy.,"critical thinking, research",True
Diploma in Psychology,Business,2,This course focuses on developing skills in business and practical training in psychology.,"project management, leadership",False
Certificate in Culinary Arts,Agriculture,5,This course focuses on developing skills in agriculture and practical training in arts.,"data analysis, statistics",False
Bachelor of Human Resource Management,Education,1,This course focuses on developing skills in education and practical training in management.,"communication, public speaking",True
Certificate in Animal Health,Engineering,2,This course focuses on developing skills in engineering and practical training in health.,"communication, public speaking",False
Diploma in Data Science,Computer Science,3,This course focuses on developing skills in computer science and practical training in science.,"programming, algorithms, software development",False
Diploma in Business Administration,Psychology,5,This course focuses on developing skills in psychology and practical training in administration.,"networking, cybersecurity",False
Certificate in Nursing,Arts,1,This course focuses on developing skills in arts and practical training in nursing.,"networking, cybersecurity",False
Certificate in Graphic Design,Agriculture,4,This course focuses on developing skills in agriculture and practical training in design.,"clinical practice, patient care",False
Certificate in Agronomy,Design,3,This course focuses on developing skills in design and practical training in agronomy.,"legal analysis, case interpretation",True
Certificate in Graphic Design,Hospitality,3,This course focuses on developing skills in hospitality and practical training in design.,"project management, leadership",False
Diploma in Journalism,Psychology,5,This course focuses on developing skills in psychology and practical training in journalism.,"communication, public speaking",True
Certificate in Psychology,Medicine,2,This course focuses on developing skills in medicine and practical training in psychology.,"financial analysis, accounting",False
Certificate in Film Production,Media,2,This course focuses on developing skills in media and practical training in production.,"data analysis, statistics",True
Certificate in Psychology,Engineering,4,This course focuses on developing skills in engineering and practical training in psychology.,"programming, algorithms, software development",True
Certificate in Cybersecurity,Computer Science,1,This course focuses on developing skills in computer science and practical training in cybersecurity.,"data analysis, statistics",True
Certificate in Human Resource Management,Medicine,1,This course focuses on developing skills in medicine and practical training in management.,"legal analysis, case interpretation",True
Diploma in Cybersecurity,Psychology,6,This course focuses on developing skills in psychology and practical training in cybersecurity.,"networking, cybersecurity",True
Certificate in Film Production,Media,2,This course focuses on developing skills in media and practical training in production.,"project management, leadership",False
Bachelor of Telecommunications,Engineering,1,This course focuses on developing skills in engineering and practical training in telecommunications.,"critical thinking, research",False
Certificate in Film Production,Psychology,1,This course focuses on developing skills in psychology and practical training in production.,"clinical practice, patient care",True
Diploma in Software Development,Business,4,This course focuses on developing skills in business and practical training in development.,"programming, algorithms, software development",True
Certificate in Nursing,Psychology,4,This course focuses on developing skills in psychology and practical training in nursing.,"communication, public speaking",True
Diploma in Agronomy,Media,4,This course focuses on developing skills in media and practical training in agronomy.,"project management, leadership",False
Bachelor of Marketing,Hospitality,2,This course focuses on developing skills in hospitality and practical training in marketing.,"programming, algorithms, software development",True
Diploma in Journalism,Business,5,This course focuses on developing skills in business and practical training in journalism.,"creative design, illustration",True
Diploma in Animal Health,Arts,1,This course focuses on developing skills in arts and practical training in health.,"clinical practice, patient care",False
Certificate in Film Production,Agriculture,3,This course focuses on developing skills in agriculture and practical training in production.,"legal analysis, case interpretation",False
Diploma in Business Administration,Education,6,This course focuses on developing skills in education and practical training in administration.,"programming, algorithms, software development",True
Certificate in Marketing,Design,5,This course focuses on developing skills in design and practical training in marketing.,"data analysis, statistics",False
Bachelor of Cybersecurity,Computer Science,3,This course focuses on developing skills in computer science and practical training in cybersecurity.,"critical thinking, research",True
Bachelor of Business Administration,Law,6,This course focuses on developing skills in law and practical training in administration.,"critical thinking, research",False
Diploma in Cybersecurity,Psychology,2,This course focuses on developing skills in psychology and practical training in cybersecurity.,"project management, leadership",False
Diploma in Fine Arts,Psychology,2,This course focuses on developing skills in psychology and practical training in arts.,"creative design, illustration",True
Certificate in Psychology,Arts,3,This course focuses on developing skills in arts and practical training in psychology.,"clinical practice, patient care",False
Bachelor of Software Development,Arts,6,This course focuses on developing skills in arts and practical training in development.,"legal analysis, case interpretation",True
Certificate in Data Science,Psychology,5,This course focuses on developing skills in psychology and practical training in science.,"critical thinking, research",True
Bachelor of Cybersecurity,Computer Science,5,This course focuses on developing skills in computer science and practical training in cybersecurity.,"creative design, illustration",False
Certificate in Nursing,Education,6,This course focuses on developing skills in education and practical training in nursing.,"project management, leadership",True
Bachelor of Fine Arts,Hospitality,3,This course focuses on developing skills in hospitality and practical training in arts.,"communication, public speaking",True
Certificate in Film Production,Hospitality,6,This course focuses on developing skills in hospitality and practical training in production.,"project management, leadership",False
Certificate in Film Production,Business,4,This course focuses on developing skills in business and practical training in production.,"legal analysis, case interpretation",True
Bachelor of Culinary Arts,Psychology,5,This course focuses on developing skills in psychology and practical training in arts.,"financial analysis, accounting",True
Diploma in Psychology,Education,6,This course focuses on developing skills in education and practical training in psychology.,"data analysis, statistics",False
Certificate in Animal Health,Media,1,This course focuses on developing skills in media and practical training in health.,"data analysis, statistics",False
Diploma in Graphic Design,Psychology,4,This course focuses on developing skills in psychology and practical training in design.,"legal analysis, case interpretation",False
Diploma in Film Production,Media,6,This course focuses on developing skills in media and practical training in production.,"creative design, illustration",True
Certificate in Telecommunications,Media,1,This course focuses on developing skills in media and practical training in telecommunications.,"legal analysis, case interpretation",False
Certificate in Agronomy,Education,2,This course focuses on developing skills in education and practical training in agronomy.,"data analysis, statistics",False
Diploma in Software Development,Psychology,2,This course focuses on developing skills in psychology and practical training in development.,"data analysis, statistics",True
Certificate in Film Production,Computer Science,3,This course focuses on developing skills in computer science and practical training in production.,"data analysis, statistics",True
Bachelor of Human Resource Management,Computer Science,5,This course focuses on developing skills in computer science and practical training in management.,"creative design, illustration",False
Diploma in Nursing,Education,6,This course focuses on developing skills in education and practical training in nursing.,"critical thinking, research",True
Diploma in Culinary Arts,Law,2,This course focuses on developing skills in law and practical training in arts.,"creative design, illustration",True
Bachelor of Fine Arts,Business,2,This course focuses on developing skills in business and practical training in arts.,"project management, leadership",True
Certificate in Animal Health,Arts,4,This course focuses on developing skills in arts and practical training in health.,"data analysis, statistics",False
Diploma in Agronomy,Psychology,2,This course focuses on developing skills in psychology and practical training in agronomy.,"data analysis, statistics",False
Bachelor of Animal Health,Business,2,This course focuses on developing skills in business and practical training in health.,"clinical practice, patient care",False
Bachelor of Accounting,Hospitality,2,This course focuses on developing skills in hospitality and practical training in accounting.,"communication, public speaking",False
Certificate in Psychology,Agriculture,3,This course focuses on developing skills in agriculture and practical training in psychology.,"data analysis, statistics",False
Bachelor of Human Resource Management,Arts,6,This course focuses on developing skills in arts and practical training in management.,"programming, algorithms, software development",True
Certificate in Business Administration,Media,4,This course focuses on developing skills in media and practical training in administration.,"creative design, illustration",False
Certificate in Computer Engineering,Engineering,4,This course focuses on developing skills in engineering and practical training in engineering.,"creative design, illustration",False
Diploma in Culinary Arts,Agriculture,4,This course focuses on developing skills in agriculture and practical training in arts.,"critical thinking, research",False
Diploma in Culinary Arts,Media,1,This course focuses on developing skills in media and practical training in arts.,"creative design, illustration",True
Certificate in Project Management,Psychology,4,This course focuses on developing skills in psychology and practical training in management.,"project management, leadership",True
Diploma in Project Management,Engineering,1,This course focuses on developing skills in engineering and practical training in management.,"legal analysis, case interpretation",True
Certificate in Telecommunications,Business,2,This course focuses on developing skills in business and practical training in telecommunications.,"financial analysis, accounting",False
Bachelor of Journalism,Law,6,This course focuses on developing skills in law and practical training in journalism.,"project management, leadership",False
Certificate in Telecommunications,Business,3,This course focuses on developing skills in business and practical training in telecommunications.,"critical thinking, research",True
Bachelor of Software Development,Media,5,This course focuses on developing skills in media and practical training in development.,"legal analysis, case interpretation",False
Bachelor of Software Development,Hospitality,5,This course focuses on developing skills in hospitality and practical training in development.,"communication, public speaking",True
